,gene_id,Gene name,description,Datasets with neurite TPM > 10,Mean TPM in neurites,Studies with neurite ribosome association,primary motor neurons B,neuroblastoma line CAD,Ascl1 induced neurons B,primary dorsal root ganglia,primary cortical neurons B,primary cortical neurons C,primary motor neurons C,neuroblastoma line N2A,hippocampal tissue B,hippocampal tissue C,iPSC derived motor neurons,Ascl1 induced neurons A,induced mixed neurons,hippocampal tissue A,cortical tissue,primary hippocampal neurons,primary cortical neurons A,primary motor neurons A,cortical growth cones,neuroblastoma line N1E,Zappulo2017_loc.translation,Shigeoka2016_loc.translation,Ouwenga2017_loc.translation,Ainsley2014_loc.translation
2653,ENSMUSG00000049606,Zfp644,zinc finger protein 644 [Source:MGI Symbol;Acc:MGI:1277212],10,59.17212928,0,28.8437943,,101.297505,,33.82694601,12.08301838,23.80535367,,33.54693068,64.56384546,248.4475506,107.8162293,,319.0413197,,,,,,,,,,
2654,ENSMUSG00000068036,Afdn,"afadin, adherens junction formation factor [Source:MGI Symbol;Acc:MGI:1314653]",10,59.15831821,0,37.75342582,75.22529204,58.3125548,29.76879258,25.5703408,,118.845739,70.08009535,,23.20157992,416.6996714,51.72007188,,,,,,,,,,,,
2655,ENSMUSG00000032637,Atxn2l,ataxin 2-like [Source:MGI Symbol;Acc:MGI:2446242],10,58.75002788,1,40.72961988,128.3604106,,34.71210536,13.63801287,,45.80041429,149.7130551,33.87604657,35.8738623,42.39471835,,,560.2676834,,,,,,,,,,0.444506414
2656,ENSMUSG00000019467,Arhgef25,Rho guanine nucleotide exchange factor (GEF) 25 [Source:MGI Symbol;Acc:MGI:1277173],10,58.4407314,2,,111.3313009,11.90652705,40.75188844,,,117.1259606,73.96232306,131.5561197,68.18585212,31.16075816,18.26106752,,194.5373901,,,,,,,0.399699474,,,0.170663692
2657,ENSMUSG00000008855,Hdac5,histone deacetylase 5 [Source:MGI Symbol;Acc:MGI:1333784],10,58.33701256,2,42.62371324,94.78128251,,35.91208314,40.81920462,11.86194327,157.948069,113.4104893,86.66775079,87.97580614,47.57936966,,,,,,,,,,,,0.568627451,0.304517568
2658,ENSMUSG00000033732,Sf3b3,"splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]",10,58.11248253,1,33.54524452,96.8887365,28.09295125,35.10469344,29.11658172,,98.20839822,95.63453883,24.70503893,,389.7433844,52.04265012,,,,,,,,,,0.456394212,,
2659,ENSMUSG00000059409,Ppp2r5d,"protein phosphatase 2, regulatory subunit B', delta [Source:MGI Symbol;Acc:MGI:2388481]",10,57.96150062,0,86.52005331,49.93576916,,29.14656547,24.49845092,,63.45077157,52.81880024,,24.52456587,83.59127573,21.62268552,,933.7794724,,,,,,,,,,
2660,ENSMUSG00000041360,Pum3,pumilio RNA-binding family member 3 [Source:MGI Symbol;Acc:MGI:106253],10,57.88617769,0,26.96084947,63.48836855,40.80946852,23.02894153,50.05724624,,197.6840016,51.27727047,,,47.75414683,26.7232369,405.5295911,,,,,,,,,,,
2661,ENSMUSG00000061360,Phf5a,PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864],10,57.78924968,0,21.62079679,98.1112141,223.2897558,27.46886653,92.62313658,,34.39556804,123.8039279,32.03142555,,57.58870787,43.88344147,,,,,,,,,,,,
2662,ENSMUSG00000021701,Plk2,polo like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790],10,57.7469343,0,45.74913171,,19.24074565,33.08491526,89.85836038,,25.61564672,,150.5293079,27.11841447,87.98518013,24.73106195,,692.5531087,,,,,,,,,,
2663,ENSMUSG00000016257,Prelid3b,PRELI domain containing 3B [Source:MGI Symbol;Acc:MGI:1913640],10,57.19027246,0,18.96945232,172.5878974,47.36422265,35.24650375,95.53647331,,38.19718346,107.0323317,,27.96039253,107.886724,58.12504003,,,,,,,,,,,,
2664,ENSMUSG00000021279,Cdc42bpb,CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459],10,57.16772265,2,46.79581053,63.78247484,23.77024257,77.25289377,,,148.5345451,57.64128773,24.99446063,82.20483559,155.8446893,24.81178001,,,,,,,,,,0.657411029,,0.166759621
2665,ENSMUSG00000078429,Ctdsp2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 [Source:MGI Symbol;Acc:MGI:1098748]",10,56.45551845,1,40.92291368,68.04330894,26.11441016,74.87180932,26.9097836,,135.2288912,74.42252314,,67.21144422,160.7411485,20.64710192,,,,,,,,,,0.842784513,,
2666,ENSMUSG00000003534,Ddr1,"discoidin domain receptor family, member 1 [Source:MGI Symbol;Acc:MGI:99216]",10,56.39136696,0,56.11585359,137.0687335,91.45538642,19.61927165,24.33533647,,295.8923998,59.6447477,25.37803283,12.10536138,178.57925,,,,,,,,,,,,,
2667,ENSMUSG00000020538,Srebf1,sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606],10,55.89409592,0,29.62768741,537.9217311,,24.31036755,12.73931989,,172.0683549,445.6462126,14.011556,22.06156409,67.58452878,37.63947569,,,,,,,,,,,,
2668,ENSMUSG00000071796,6820431F20Rik,RIKEN cDNA 6820431F20 gene [Source:MGI Symbol;Acc:MGI:3694236],10,55.55196448,1,54.59217017,25.74540917,37.72521163,74.42011601,91.26621272,35.69895614,229.4546447,61.9422535,,37.9258426,,40.38846902,,,,,,,,,,,,0.360847741
2669,ENSMUSG00000016534,Lamp2,lysosomal-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:96748],10,55.43503074,1,43.06654474,,69.69309573,47.64464992,58.20698989,10.97916464,118.5741951,,79.12577221,31.77467253,140.4334784,71.62995515,,,,,,,,,,,,0.273842722
2670,ENSMUSG00000069769,Msi2,musashi RNA-binding protein 2 [Source:MGI Symbol;Acc:MGI:1923876],10,55.25725462,0,120.1146672,21.03527869,33.05115573,18.68624084,41.69679976,,259.0529361,43.67311274,,93.85753926,174.6698707,21.99113179,,,,,,,,,,,,
2671,ENSMUSG00000034891,Sncb,"synuclein, beta [Source:MGI Symbol;Acc:MGI:1889011]",10,55.15121007,0,32.20129681,83.86033305,,14.95278724,21.0618511,10.32635208,36.3868904,80.0545057,293.041399,114.4372748,,,,303.4783285,,,,,,,,,,
2672,ENSMUSG00000056770,Setd3,SET domain containing 3 [Source:MGI Symbol;Acc:MGI:1289184],10,55.10487731,2,32.14896795,34.52467026,39.77149501,52.14157018,32.75871265,,303.7671746,46.49041691,,46.60420552,145.0031762,35.87683045,,,,,,,,,,0.339460305,,0.045175683
2673,ENSMUSG00000029020,Mfn2,mitofusin 2 [Source:MGI Symbol;Acc:MGI:2442230],10,54.9601322,0,15.78512229,52.33327845,,25.47707825,27.46183878,,221.8514139,71.5089716,10.97534474,40.05584647,186.4379033,,,334.6043109,,,,,,,,,,
2674,ENSMUSG00000015714,Cers2,ceramide synthase 2 [Source:MGI Symbol;Acc:MGI:1924143],10,54.85879427,0,104.7145252,90.55506357,,40.11878713,65.83223075,,58.38195102,87.55811634,14.21438707,25.57676187,71.90799347,73.76165714,,,,,,,,,,,,
2675,ENSMUSG00000021037,Ahsa1,"AHA1, activator of heat shock protein ATPase 1 [Source:MGI Symbol;Acc:MGI:2387603]",10,54.60985064,1,,94.40676927,30.02161936,29.83119377,77.11775386,,42.54188679,142.5375834,119.1305924,14.75504722,82.49655889,41.14354936,,,,,,,,,,0.787641768,,
2676,ENSMUSG00000011958,Bnip2,BCL2/adenovirus E1B interacting protein 2 [Source:MGI Symbol;Acc:MGI:109327],10,54.6077096,1,31.50087473,27.22585828,223.5617856,39.99399733,37.5528153,,447.0518699,21.40729992,,16.21467874,87.60246847,60.23598747,,,,,,,,,,0.532655456,,
2677,ENSMUSG00000007029,Vars,valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675],10,54.50058652,0,35.94014563,375.110413,,40.64837138,29.36461992,,40.64107908,501.5825515,21.12117121,13.63813776,106.0223552,23.07953773,,,,,,,,,,,,
2678,ENSMUSG00000004667,Polr2e,polymerase (RNA) II (DNA directed) polypeptide E [Source:MGI Symbol;Acc:MGI:1913670],10,53.96108126,0,13.1529289,223.2778772,60.98460517,25.49164662,91.28198598,,19.7321943,187.3431722,66.77361039,,74.24281731,27.40706472,,,,,,,,,,,,
2679,ENSMUSG00000030403,Vasp,vasodilator-stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:109268],10,53.84683748,0,36.63738265,73.54299782,230.6263766,60.21583732,20.3807039,,34.93865596,201.4915558,14.49896542,,26.92568689,97.77560487,,,,,,,,,,,,
2680,ENSMUSG00000004846,Plod3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]",10,53.52481607,1,35.55004547,220.5660187,80.58785838,51.60706478,13.84789403,,83.00193656,168.3982631,19.81451995,,15.100796,102.1883384,,,,,,,,,0.948910594,,,
2681,ENSMUSG00000019699,Akt3,thymoma viral proto-oncogene 3 [Source:MGI Symbol;Acc:MGI:1345147],10,53.33450682,0,26.89049393,,,35.82081352,13.74718866,10.70035152,315.7151088,15.05816081,,110.6046672,237.046333,,21.8578739,482.4527274,,,,,,,,,,
2682,ENSMUSG00000052534,Pbx1,pre B cell leukemia homeobox 1 [Source:MGI Symbol;Acc:MGI:97495],10,53.21995121,1,25.22780501,25.20628387,19.62903415,36.75498935,140.2756805,,92.6870044,17.59506916,,66.21565662,703.3527965,,37.29194915,,,,,,,,,,,0.924707195
2683,ENSMUSG00000024381,Bin1,bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092],10,53.07377707,1,34.95224515,84.41511624,,26.25044878,22.00996098,,35.21019992,104.7771472,165.4215322,38.53916145,65.8716274,,67.14611649,,,,,,,,,0.050058662,,
2684,ENSMUSG00000003161,Sri,sorcin [Source:MGI Symbol;Acc:MGI:98419],10,52.96482485,2,37.74938689,15.26359749,49.5099402,51.11893686,102.0499677,,711.0831119,10.57557343,,40.0819237,98.66155068,39.25551938,,,,,,,,,,0.285881893,,0.558839933
2685,ENSMUSG00000027309,4930402H24Rik,RIKEN cDNA 4930402H24 gene [Source:MGI Symbol;Acc:MGI:1923029],10,52.69585469,0,51.5133462,36.94654649,38.0018224,77.25886109,77.27351188,,106.7167756,43.23485167,,79.47487524,67.83996018,15.37111721,,,,,,,,,,,,
2686,ENSMUSG00000056050,Mia3,melanoma inhibitory activity 3 [Source:MGI Symbol;Acc:MGI:2443183],10,52.64264036,0,36.57835188,146.479425,99.02301527,48.0137587,41.89830252,10.44642122,,116.2250001,,31.90487456,,75.09582696,,,,,,,,,,,,
2687,ENSMUSG00000022680,Pdxdc1,pyridoxal-dependent decarboxylase domain containing 1 [Source:MGI Symbol;Acc:MGI:1920909],10,52.56091108,0,42.18129798,49.82852602,20.52764429,67.30900709,29.82965835,,182.0249667,44.81742592,,29.22865721,83.47166756,93.33498581,,,,,,,,,,,,
2688,ENSMUSG00000038486,Sv2a,synaptic vesicle glycoprotein 2 a [Source:MGI Symbol;Acc:MGI:1927139],10,52.50964119,1,17.19522856,12.0248858,,,23.82478648,52.14461854,33.39990686,32.0971886,130.4986063,93.75890132,92.09274882,,,513.5787098,,,,,,,,0.323034806,,
2689,ENSMUSG00000028879,Stx12,syntaxin 12 [Source:MGI Symbol;Acc:MGI:1931027],10,52.49972904,0,,35.21449197,61.34336168,27.84013977,113.1931107,,135.2288912,20.89118741,87.1799667,27.04158074,94.30764986,37.20162453,,,,,,,,,,,,
2690,ENSMUSG00000025289,Prdx4,peroxiredoxin 4 [Source:MGI Symbol;Acc:MGI:1859815],10,52.28344202,0,13.19371702,57.32839293,63.87374899,45.31919871,56.53003052,,26.79233721,171.744231,28.78328624,,78.95595056,117.9241969,,,,,,,,,,,,
2691,ENSMUSG00000015605,Srf,serum response factor [Source:MGI Symbol;Acc:MGI:106658],10,52.23362399,1,30.52479575,62.82607704,,16.56916282,,,94.67832676,81.86339281,77.96418944,67.40522995,37.78787134,33.10415315,,93.37794724,,,,,,,,,,0.372559955
2692,ENSMUSG00000055932,Fto,fat mass and obesity associated [Source:MGI Symbol;Acc:MGI:1347093],10,52.14410856,1,22.54261196,42.61091066,,26.49081944,57.48324906,,67.43341629,34.1552195,71.12036889,31.57967031,90.14378271,,,217.8818769,,,,,,,,0.291748142,,
2693,ENSMUSG00000025855,Prkar1b,"protein kinase, cAMP dependent regulatory, type I beta [Source:MGI Symbol;Acc:MGI:97759]",10,51.88497643,0,28.2151688,18.28490422,,51.96338864,103.4523059,31.73305614,82.5493633,121.9253547,,111.2208383,27.66023156,,,,,,,,,,,,,
2694,ENSMUSG00000068523,Gng5,"guanine nucleotide binding protein (G protein), gamma 5 [Source:MGI Symbol;Acc:MGI:109164]",10,51.77122603,1,34.74797428,20.53346156,73.51028597,58.62168358,140.372359,,50.41666158,46.71829625,,22.16415372,,118.5780096,,,,,,,,,0.835462059,,,
2695,ENSMUSG00000061244,Exoc5,exocyst complex component 5 [Source:MGI Symbol;Acc:MGI:2145645],10,51.34844116,0,,,18.30232728,11.44170436,17.73560006,,83.81656844,,46.90002284,11.25320344,228.3351949,23.26559595,231.6410246,630.3011439,,,,,,,,,,
2696,ENSMUSG00000037242,Clic4,chloride intracellular channel 4 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1352754],10,50.9811034,2,53.17775879,11.97881557,29.23401377,59.8793679,20.24999958,,302.9525427,56.32910672,,24.73942431,332.4204409,37.42596009,,,,,,,,,,,0.490196078,0.77858338
2697,ENSMUSG00000030697,Ppp4c,"protein phosphatase 4, catalytic subunit [Source:MGI Symbol;Acc:MGI:1891763]",10,50.93434641,1,40.4719372,145.8564288,16.10757915,36.37379788,101.8526839,,29.6888061,124.5673587,23.09597301,,67.72765066,57.66829936,,,,,,,,,,0.67774736,,
2698,ENSMUSG00000017421,Zfp207,zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045],10,50.90933997,0,24.95385305,49.01656085,60.64006249,20.55806852,97.37204532,,58.01989241,31.04132378,,26.05566619,249.2402593,67.3411369,,,,,,,,,,,,
2699,ENSMUSG00000030138,Bms1,"BMS1, ribosome biogenesis factor [Source:MGI Symbol;Acc:MGI:2446132]",10,50.41212236,0,,24.76092431,50.26282593,30.30157017,12.20811271,,173.33556,33.94118226,,,129.8693002,30.73004512,,194.5373901,,,,,,,,,,
2700,ENSMUSG00000023951,Vegfa,vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178],10,50.4053249,0,30.29449183,161.7437625,29.25798141,39.86992906,,,28.150057,131.9390461,85.12826098,45.53624459,29.55862099,43.52265579,,,,,,,,,,,,
2701,ENSMUSG00000031446,Cul4a,cullin 4A [Source:MGI Symbol;Acc:MGI:1914487],10,50.3981596,0,20.71234138,83.319171,30.89521703,47.523568,29.54151267,,288.8322569,82.83090528,,19.14773011,78.47004775,39.28984396,,,,,,,,,,,,
2702,ENSMUSG00000032060,Cryab,"crystallin, alpha B [Source:MGI Symbol;Acc:MGI:88516]",10,50.32505324,1,82.71459762,,97.52864329,29.02474588,83.56128493,22.2334008,38.19718346,22.57444494,51.80991522,69.95675308,,76.64039006,,,,,,,,,0.35687453,,,
2703,ENSMUSG00000003810,Mast2,microtubule associated serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894676],10,50.29754294,2,35.05529378,36.55380626,,75.72098244,28.11098271,,97.21273704,88.36236873,76.9857067,94.66732012,51.06947395,11.88302819,,,,,,,,,,0.699256942,1,
2704,ENSMUSG00000029538,Srsf9,serine/arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896],10,50.17110772,0,20.20979898,129.4269833,130.7286711,32.88088995,43.68879298,,34.667112,96.24016437,13.05185694,,176.9017158,26.70467211,,,,,,,,,,,,
2705,ENSMUSG00000037622,Wdtc1,WD and tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:2685541],10,50.16801704,1,,89.23170792,,20.14592649,11.21731707,,48.15379526,57.09767183,84.8252566,68.04851401,41.75122962,,31.33192772,241.2263637,,,,,,,,,0.732026144,
2706,ENSMUSG00000005973,Rcn1,reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559],10,50.03293625,1,22.20846194,12.59965189,150.8309807,65.76220263,14.1203649,,305.6679823,27.62919715,,,95.58176965,122.8928466,25.28425531,,,,,,,,0.705484598,,,
2707,ENSMUSG00000078713,Tomm5,translocase of outer mitochondrial membrane 5 [Source:MGI Symbol;Acc:MGI:1915762],10,49.98408546,0,39.38094507,81.95272083,94.2387244,31.76088466,112.5576497,26.43611177,19.09859173,59.46776193,42.44942713,,,70.24552061,,,,,,,,,,,,
2708,ENSMUSG00000032547,Ryk,receptor-like tyrosine kinase [Source:MGI Symbol;Acc:MGI:101766],10,49.45070032,1,40.13832686,44.20938925,210.4011873,24.82613072,24.38257323,,86.62252267,50.45321472,,18.38125895,109.7085232,43.90142627,,,,,,,,,,,,0.337981037
2709,ENSMUSG00000034928,Rnf44,ring finger protein 44 [Source:MGI Symbol;Acc:MGI:2145310],10,49.42842542,1,25.11795975,81.50935707,26.72791081,29.61149803,26.40475208,,45.70989963,134.1420543,82.07905675,141.888,28.4914925,,,,,,,,,,,,,0.519241495
2710,ENSMUSG00000057880,Abat,4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582],10,49.4012701,1,39.94682654,41.97491321,,21.13303313,35.90177819,34.24194471,172.6114428,32.51312096,12.92167615,139.5536992,196.3741844,,,,,,,,,,,0.688306609,,
2711,ENSMUSG00000029004,Kmt2e,lysine (K)-specific methyltransferase 2E [Source:MGI Symbol;Acc:MGI:1924825],10,49.25702913,1,64.81644894,12.7771472,30.16578296,32.37896106,83.85576674,,103.4582481,26.65761969,52.07358307,58.24771727,148.173216,,,,,,,,,,,0.991005084,,
2712,ENSMUSG00000002107,Celf2,"CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]",10,49.0667687,1,51.21011077,,15.5121597,23.16279784,200.8548727,29.1647349,95.58347329,,,155.4923152,76.049987,,,,,,,,13.53121639,,,,,0.593976576
2713,ENSMUSG00000033585,Ndn,necdin [Source:MGI Symbol;Acc:MGI:97290],10,49.04859521,1,18.33532989,,,24.68324343,53.35096908,18.25815497,118.7552244,,140.2541225,14.20296817,77.86909118,,,202.3188857,,,,,,,,0.477121627,,
2714,ENSMUSG00000037331,Larp1,"La ribonucleoprotein domain family, member 1 [Source:MGI Symbol;Acc:MGI:1890165]",10,48.96452641,0,48.52154268,129.2648002,14.63102564,33.24023527,12.68518859,,128.8023508,184.78135,,29.54593824,222.3362985,13.09407526,,,,,,,,,,,,
2715,ENSMUSG00000027162,Lin7c,lin-7 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1330839],10,48.89705652,1,32.19666338,12.79700059,29.63091064,26.23340566,116.9307059,,585.4487739,10.89313658,,22.43332095,196.327007,74.27871757,,,,,,,,,,,,0.276631344
2716,ENSMUSG00000049401,Ogfr,opioid growth factor receptor [Source:MGI Symbol;Acc:MGI:1919325],10,48.80824789,1,36.88313035,208.5744043,12.50983994,33.0900884,40.75465895,,112.600228,153.057513,43.83475146,,26.89228259,29.09888248,,,,,,,,,,0.045365663,,
2717,ENSMUSG00000041891,Lman1,"lectin, mannose-binding, 1 [Source:MGI Symbol;Acc:MGI:1917611]",10,48.76040531,0,32.4910258,26.31191867,132.4129653,46.49721063,16.17412085,,64.08437414,30.3605863,,12.40533904,272.7659094,135.5557683,,,,,,,,,,,,
2718,ENSMUSG00000007872,Id3,inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398],10,48.64645125,2,12.63852791,,322.1211253,48.10884168,405.9196364,,17.74087194,,78.97444884,61.22083189,18.21280149,12.28406965,,,,,,,,,,0.928822839,,0.034578918
2719,ENSMUSG00000003873,Bax,BCL2-associated X protein [Source:MGI Symbol;Acc:MGI:99702],10,48.63164039,1,14.92845329,125.5450239,17.6088651,41.56393768,204.1116948,,43.80909193,145.0765606,25.48340714,,32.77913179,49.77857854,,,,,,,,,,0.535784122,,
2720,ENSMUSG00000023118,Sympk,symplekin [Source:MGI Symbol;Acc:MGI:1915438],10,48.60717341,0,32.65303358,110.5506599,,47.57802607,,,88.61384503,174.7160842,20.70853889,43.46867599,51.7083577,20.87015829,28.50135762,,,,,,,,,,,
2721,ENSMUSG00000022263,Trio,triple functional domain (PTPRF interacting) [Source:MGI Symbol;Acc:MGI:1927230],10,48.49281461,1,59.87929025,42.1238189,21.43163752,35.79038263,36.60087372,,56.48114331,39.91035643,,63.47366301,345.7262815,20.52774988,,,,,,,,,,0.774344935,,
2722,ENSMUSG00000028063,Lmna,lamin A [Source:MGI Symbol;Acc:MGI:96794],10,48.45153501,2,32.03076419,139.9668344,20.24014521,56.96683545,27.67514808,,115.6777262,168.7994143,27.81390047,,36.12898908,25.39913398,,,,,,,,,0.402704733,0.305827141,,
2723,ENSMUSG00000021062,Rab15,"RAB15, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1916865]",10,48.43641696,1,,28.03685283,42.70944031,16.74322602,11.37767445,,30.23189401,,248.568611,102.8591131,50.10823217,39.7625642,,202.3188857,,,,,,,,,,0.720022309
2724,ENSMUSG00000037475,Thoc2,THO complex 2 [Source:MGI Symbol;Acc:MGI:2442413],10,48.38032498,1,20.40948531,,58.92994921,24.24930831,79.51134868,,80.92009955,10.02434556,,23.36344741,133.7826031,42.65565695,,280.1338417,,,,,,,,0.615956199,,
2725,ENSMUSG00000025862,Stag2,stromal antigen 2 [Source:MGI Symbol;Acc:MGI:1098583],10,48.28709692,1,18.69408866,,13.06688923,38.48172717,17.20195266,,252.4453665,,39.40742514,31.42360188,294.1907293,41.51306977,111.6315326,,,,,,,,,,,0.752370329
2726,ENSMUSG00000059495,Arhgef12,Rho guanine nucleotide exchange factor (GEF) 12 [Source:MGI Symbol;Acc:MGI:1916882],10,48.27215104,0,30.56378869,,15.31819808,37.73876163,16.17464419,,337.7101694,,,84.17848893,419.4071071,14.58042001,28.64715718,,,,,,,,,,,
2727,ENSMUSG00000027198,Ext2,exostoses (multiple) 2 [Source:MGI Symbol;Acc:MGI:108050],10,48.19660742,1,36.91415616,59.17341959,,52.45858109,13.09409835,,41.81776957,56.02767644,19.76608643,,115.7734861,28.4323653,,295.6968329,,,,,,,,0.307000391,,
2728,ENSMUSG00000027298,Tyro3,TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294],10,47.95456513,0,,88.45781642,48.19008896,,10.36894427,,31.22755519,19.3968504,109.2311871,13.05477975,65.53177141,82.5868131,,311.2598241,,,,,,,,,,
2729,ENSMUSG00000053898,Ech1,"enoyl coenzyme A hydratase 1, peroxisomal [Source:MGI Symbol;Acc:MGI:1858208]",10,47.94835102,0,19.23214577,152.9121952,,75.55749457,96.45828062,,24.7105002,150.7949174,66.01945895,16.34185288,19.27947784,38.66455939,,,,,,,,,,,,
2730,ENSMUSG00000052889,Prkcb,"protein kinase C, beta [Source:MGI Symbol;Acc:MGI:97596]",10,47.6650479,2,19.05689495,,,11.84614395,22.12037011,11.82548959,39.01181533,,,270.8066069,19.20883453,,174.6005185,606.9566571,,,,,,,,0.1967149,,0.262130508
2731,ENSMUSG00000035247,Hectd1,HECT domain E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2384768],10,47.54403933,1,22.12135611,10.37877843,28.90857831,25.82233576,14.88663271,,152.4266752,,,21.56062538,600.3973911,32.74929926,,357.9487978,,,,,,,,0.431755964,,
2732,ENSMUSG00000052798,Nup107,nucleoporin 107 [Source:MGI Symbol;Acc:MGI:2143854],10,47.51404505,0,17.38111243,39.44730206,145.8058391,16.7996454,26.6435841,,29.14571818,60.21978431,,,144.8287469,73.6178591,,70.03346043,,,,,,,,,,
2733,ENSMUSG00000037266,Rsrp1,arginine/serine rich protein 1 [Source:MGI Symbol;Acc:MGI:106498],10,47.49655607,0,51.31411431,74.36733839,72.94504665,17.68057505,83.27253106,,22.35711923,106.256883,,38.50920463,35.20308813,44.26800448,,,,,,,,,,,,
2734,ENSMUSG00000001098,Kctd10,potassium channel tetramerisation domain containing 10 [Source:MGI Symbol;Acc:MGI:2141207],10,47.35440714,0,23.77483021,31.7605306,,55.95413573,19.63917029,,1655.241455,20.88861206,23.79590021,,52.60096026,33.34389906,,,,,,,,,,,,
2735,ENSMUSG00000039205,Ciz1,CDKN1A interacting zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:1920234],10,47.3297254,0,27.09812872,48.27268237,,13.73899728,18.04106641,,86.80355198,64.974161,166.19352,15.99926538,82.82357729,,,140.0669209,,,,,,,,,,
2736,ENSMUSG00000066705,Fxyd6,FXYD domain-containing ion transport regulator 6 [Source:MGI Symbol;Acc:MGI:1890226],10,47.32689673,0,35.38774772,,30.5796304,33.91396643,241.6644726,,85.9889201,,33.16064194,11.79435553,66.83402312,15.14231134,,186.7558945,,,,,,,,,,
2737,ENSMUSG00000032594,Ip6k1,inositol hexaphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:1351633],10,47.28720218,1,25.74438536,60.64049934,35.78015216,43.2186465,73.78930941,,64.5369474,46.52698282,,58.49412399,70.79110593,25.23944817,,,,,,,,,,0.824012515,,
2738,ENSMUSG00000057406,Nsd2,nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574],10,47.19831586,0,32.82489405,27.979058,20.29559286,26.53249282,33.07167052,,284.7590975,31.95869627,,23.52934607,690.8174063,22.67529156,,,,,,,,,,,,
2739,ENSMUSG00000029120,Ppp2r2c,"protein phosphatase 2, regulatory subunit B, gamma [Source:MGI Symbol;Acc:MGI:2442660]",10,47.17530001,1,17.92346864,74.81657001,45.43557078,15.94964486,18.55666938,47.86647637,181.0293055,40.53407353,,367.2370466,23.47106176,,,,,,,,,,,,,0.482989403
2740,ENSMUSG00000054364,Rhob,ras homolog family member B [Source:MGI Symbol;Acc:MGI:107949],10,47.1656928,2,20.30163426,37.46517466,,44.40910761,19.65335289,,48.60636852,35.91678774,237.9001666,35.95524,100.8988003,,,54.47046922,,,,,,,,0.850215096,,0.252649191
2741,ENSMUSG00000032112,Trappc4,trafficking protein particle complex 4 [Source:MGI Symbol;Acc:MGI:1926211],10,47.1241735,0,14.26816021,81.21209146,119.3140469,23.74856356,178.4367682,,33.30939221,51.10262226,42.14122174,,44.56436596,28.83571809,,,,,,,,,,,,
2742,ENSMUSG00000021645,Smn1,survival motor neuron 1 [Source:MGI Symbol;Acc:MGI:109257],10,47.10887614,0,44.40435699,105.1423225,183.7547562,20.50703538,53.07588382,,,90.55702784,16.18706206,16.65315003,,15.9728464,,147.8484165,,,,,,,,,,
2743,ENSMUSG00000028673,Fuca1,"fucosidase, alpha-L- 1, tissue [Source:MGI Symbol;Acc:MGI:95593]",10,47.053346,0,28.54844561,119.8647068,33.54258211,37.39854964,83.79425551,,45.52887033,123.8769194,61.60122961,15.21843279,,27.97236867,,,,,,,,,,,,
2744,ENSMUSG00000026766,Mmadhc,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1923786]",10,46.87742265,0,,32.28860774,68.69890574,28.63574487,63.58468251,,56.84320192,25.73890199,16.71534511,,105.0128991,36.64537555,134.8128863,,,,,,,,,,,
2745,ENSMUSG00000029033,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:MGI Symbol;Acc:MGI:2153589]",10,46.84057119,0,12.47297134,79.24256761,,18.84956728,27.00607863,,31.77064311,96.6327681,66.07970599,40.12483258,75.96548501,,,163.4114077,,,,,,,,,,
